문항코드,평가종류,출제단계,문항유형,감성,평가영역,정답
5632,사전평가,1단계,객관식,부정형,문법,4
5633,사전평가,2단계,객관식,긍정형,어휘,2
5634,중간평가,3단계,객관식,부정형,쓰기,2
5635,사전평가,2단계,단답형,부정형,발음,1
5636,영주용종합평가,3단계,객관식,해당없음,말하기+한국사회,3
5637,사전평가,3단계,객관식,긍정형,읽기,3
5638,사전평가,2단계,객관식,부정형,말하기+한국사회,3
5639,영주용종합평가,2단계,객관식,해당없음,말하기+문화,3
5640,사전평가,3단계,객관식,해당없음,말하기+한국사회,2
5641,사전평가,5단계-한국사회-심화,객관식,긍정형,말하기,4
5642,사전평가,3단계,객관식,부정형,말하기,1
5643,중간평가,1단계,객관식,부정형,말하기,2
5644,사전평가,2단계,작문형,부정형,말하기+한국문화,2
5645,영주용종합평가,4단계,구술형,해당없음,어휘,3
5646,사전평가,2단계,객관식,부정형,어휘,1
5647,사전평가,3단계,객관식,긍정형,대한민국 국민의 기본 소양,4
5648,사전평가,4단계,객관식,부정형,담화,4
5649,사전평가,1단계,객관식,긍정형,담화,3
5650,귀화용종합평가,1단계,객관식,긍정형,문법,4
5651,사전평가,2단계,객관식,부정형,말하기,4
5652,중간평가,5단계-한국사회-심화,객관식,부정형,문화,1
5653,중간평가,5단계-한국사회-기본,객관식,해당없음,담화,4
5654,사전평가,3단계,객관식,긍정형,말하기+문화,2
5655,사전평가,2단계,객관식,긍정형,문화,3
5656,영주용종합평가,2단계,객관식,긍정형,읽기,1
5657,영주용종합평가,4단계,객관식,해당없음,말하기+한국문화,1
5658,사전평가,2단계,객관식,해당없음,어휘,1
5659,중간평가,2단계,작문형,부정형,문법,4
5660,사전평가,2단계,객관식,해당없음,발음,3
5661,사전평가,1단계,단답형,해당없음,말하기+문화,2
5662,사전평가,2단계,객관식,긍정형,어휘,3
5663,사전평가,2단계,작문형,부정형,대한민국 국민의 기본 소양,3
5664,사전평가,3단계,객관식,부정형,발음,4
5665,사전평가,5단계-한국사회-기본,객관식,해당없음,대한민국 국민의 기본 소양,4
5666,사전평가,1단계,객관식,해당없음,어휘,2
5667,사전평가,5단계-한국사회-심화,객관식,부정형,발음,2
5668,귀화용종합평가,1단계,객관식,해당없음,어휘,4
5669,사전평가,4단계,객관식,해당없음,읽기,4
5670,사전평가,3단계,객관식,해당없음,문법,1
5671,사전평가,5단계-한국사회-기본,작문형,긍정형,쓰기,4
5672,사전평가,2단계,객관식,긍정형,말하기+한국사회,3
5673,사전평가,2단계,객관식,부정형,어휘,3
5674,영주용종합평가,2단계,객관식,해당없음,어휘,3
5675,사전평가,2단계,객관식,긍정형,말하기+한국사회,4
5676,사전평가,5단계-한국사회-기본,단답형,해당없음,문법,4
5677,사전평가,2단계,객관식,해당없음,담화,1
5678,사전평가,1단계,객관식,해당없음,어휘,4
5679,사전평가,1단계,구술형,해당없음,문화,1
5680,사전평가,1단계,객관식,해당없음,쓰기,4
5681,사전평가,1단계,객관식,긍정형,문법,2
5682,사전평가,2단계,객관식,부정형,말하기+한국사회,4
5683,중간평가,1단계,객관식,해당없음,말하기+문화,1
5684,사전평가,3단계,객관식,부정형,어휘,4
5685,영주용종합평가,4단계,작문형,긍정형,말하기+한국문화,1
5686,사전평가,2단계,객관식,부정형,담화,4
5687,귀화용종합평가,1단계,객관식,부정형,문화,1
5688,사전평가,2단계,구술형,부정형,말하기+한국문화,1
5689,사전평가,5단계-한국사회-기본,객관식,긍정형,읽기,1
5690,중간평가,1단계,객관식,부정형,담화,2
5691,사전평가,2단계,객관식,긍정형,문법,4
5692,사전평가,2단계,객관식,긍정형,발음,4
5693,귀화용종합평가,2단계,작문형,부정형,말하기+한국문화,2
5694,사전평가,4단계,작문형,해당없음,대한민국 국민의 기본 소양,2
5695,사전평가,5단계-한국사회-기본,객관식,부정형,발음,1
5696,사전평가,3단계,객관식,해당없음,담화,1
5697,귀화용종합평가,1단계,작문형,부정형,담화,4
5698,중간평가,1단계,단답형,긍정형,담화,2
5699,사전평가,2단계,객관식,해당없음,문화,1
5700,사전평가,2단계,객관식,긍정형,담화,1
5701,사전평가,1단계,객관식,긍정형,어휘,3
5702,사전평가,1단계,객관식,긍정형,말하기+문화,4
5703,사전평가,5단계-한국사회-심화,객관식,긍정형,말하기+문화,4
5704,사전평가,1단계,객관식,긍정형,담화,2
5705,사전평가,1단계,객관식,긍정형,문화,4
5706,영주용종합평가,1단계,구술형,긍정형,발음,3
5707,사전평가,1단계,객관식,해당없음,대한민국 국민의 기본 소양,3
5708,사전평가,2단계,객관식,부정형,말하기,4
5709,사전평가,2단계,객관식,부정형,쓰기,4
5710,영주용종합평가,5단계-한국사회-심화,단답형,해당없음,말하기+한국문화,4
5711,귀화용종합평가,1단계,객관식,긍정형,어휘,1
5712,중간평가,2단계,객관식,해당없음,어휘,4
5713,중간평가,1단계,객관식,긍정형,말하기,1
5714,사전평가,2단계,작문형,부정형,쓰기,2
5715,귀화용종합평가,1단계,객관식,부정형,발음,1
5716,사전평가,2단계,객관식,부정형,말하기+한국사회,1
5717,사전평가,1단계,객관식,해당없음,문법,2
5718,사전평가,5단계-한국사회-기본,작문형,긍정형,말하기,3
5719,사전평가,2단계,객관식,해당없음,문법,1
5720,사전평가,5단계-한국사회-심화,작문형,해당없음,말하기,1
5721,사전평가,3단계,객관식,해당없음,말하기,2
5722,사전평가,4단계,객관식,긍정형,말하기+문화,3
5723,사전평가,5단계-한국사회-기본,단답형,부정형,문화,3
5724,귀화용종합평가,4단계,객관식,해당없음,어휘,4
5725,사전평가,2단계,객관식,부정형,어휘,2
5726,사전평가,2단계,객관식,긍정형,읽기,4
5727,사전평가,4단계,객관식,긍정형,말하기+한국사회,4
5728,귀화용종합평가,2단계,객관식,부정형,문화,1
5729,사전평가,1단계,객관식,긍정형,말하기,1
5730,사전평가,3단계,작문형,해당없음,문법,3
5731,중간평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,4
5732,중간평가,1단계,객관식,해당없음,문법,2
5733,사전평가,1단계,객관식,해당없음,말하기,2
5734,귀화용종합평가,3단계,객관식,부정형,문화,3
5735,사전평가,2단계,객관식,긍정형,말하기+문화,4
5736,사전평가,3단계,구술형,긍정형,말하기+한국문화,3
5737,사전평가,1단계,객관식,긍정형,어휘,1
5738,사전평가,1단계,객관식,부정형,문법,1
5739,사전평가,5단계-한국사회-심화,객관식,긍정형,문법,3
5740,귀화용종합평가,1단계,객관식,부정형,말하기,4
5741,귀화용종합평가,3단계,단답형,긍정형,대한민국 국민의 기본 소양,2
5742,사전평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,3
5743,사전평가,1단계,객관식,긍정형,문법,4
5744,사전평가,1단계,단답형,해당없음,말하기+한국사회,4
5745,귀화용종합평가,3단계,객관식,해당없음,문법,2
5746,영주용종합평가,2단계,객관식,긍정형,읽기,4
5747,영주용종합평가,1단계,객관식,부정형,발음,4
5748,사전평가,2단계,단답형,해당없음,문법,4
5749,중간평가,1단계,작문형,긍정형,담화,4
5750,사전평가,1단계,구술형,부정형,담화,1
5751,귀화용종합평가,4단계,객관식,부정형,문화,1
5752,사전평가,1단계,객관식,부정형,읽기,2
5753,사전평가,3단계,작문형,긍정형,발음,4
5754,영주용종합평가,1단계,객관식,해당없음,말하기+한국문화,1
5755,사전평가,2단계,단답형,해당없음,담화,2
5756,사전평가,3단계,객관식,해당없음,말하기+한국문화,1
5757,중간평가,3단계,객관식,긍정형,발음,2
5758,영주용종합평가,2단계,객관식,긍정형,말하기+문화,1
5759,중간평가,1단계,객관식,해당없음,문화,3
5760,사전평가,3단계,객관식,부정형,대한민국 국민의 기본 소양,3
5761,귀화용종합평가,2단계,구술형,부정형,말하기+한국문화,3
5762,중간평가,1단계,단답형,부정형,읽기,1
5763,영주용종합평가,5단계-한국사회-기본,객관식,해당없음,쓰기,3
5764,사전평가,3단계,작문형,부정형,읽기,2
5765,사전평가,4단계,객관식,부정형,읽기,2
5766,사전평가,1단계,단답형,부정형,대한민국 국민의 기본 소양,1
5767,사전평가,2단계,객관식,부정형,담화,4
5768,사전평가,2단계,단답형,해당없음,담화,2
5769,사전평가,2단계,작문형,부정형,읽기,2
5770,사전평가,1단계,객관식,긍정형,말하기+한국문화,2
5771,사전평가,3단계,작문형,긍정형,문법,2
5772,사전평가,1단계,객관식,긍정형,어휘,2
5773,사전평가,2단계,객관식,긍정형,쓰기,4
5774,사전평가,3단계,객관식,해당없음,말하기+문화,4
5775,사전평가,2단계,단답형,해당없음,대한민국 국민의 기본 소양,1
5776,사전평가,3단계,객관식,해당없음,읽기,1
5777,사전평가,3단계,객관식,긍정형,쓰기,2
5778,사전평가,2단계,구술형,긍정형,담화,2
5779,사전평가,2단계,객관식,부정형,말하기,2
5780,사전평가,2단계,구술형,부정형,말하기,3
5781,사전평가,2단계,객관식,긍정형,말하기,1
5782,사전평가,2단계,작문형,해당없음,어휘,1
5783,귀화용종합평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,2
5784,사전평가,2단계,작문형,부정형,말하기+문화,3
5785,사전평가,1단계,구술형,해당없음,말하기+한국사회,1
5786,사전평가,3단계,단답형,부정형,문법,1
5787,사전평가,2단계,작문형,부정형,대한민국 국민의 기본 소양,2
5788,사전평가,1단계,객관식,부정형,담화,3
5789,사전평가,2단계,객관식,긍정형,말하기+한국사회,1
5790,사전평가,1단계,작문형,부정형,문화,3
5791,사전평가,4단계,객관식,해당없음,어휘,1
5792,사전평가,4단계,단답형,해당없음,말하기+문화,4
5793,귀화용종합평가,2단계,객관식,해당없음,읽기,3
5794,사전평가,2단계,객관식,부정형,말하기+한국문화,2
5795,중간평가,3단계,단답형,해당없음,담화,3
5796,사전평가,2단계,작문형,긍정형,대한민국 국민의 기본 소양,2
5797,사전평가,2단계,객관식,긍정형,읽기,4
5798,사전평가,1단계,단답형,부정형,담화,3
5799,사전평가,1단계,객관식,부정형,말하기,4
5800,귀화용종합평가,3단계,객관식,해당없음,문화,2
5801,중간평가,3단계,객관식,긍정형,쓰기,3
5802,사전평가,2단계,객관식,긍정형,발음,2
5803,사전평가,1단계,객관식,부정형,말하기+한국사회,2
5804,중간평가,2단계,객관식,해당없음,문법,2
5805,영주용종합평가,3단계,객관식,긍정형,대한민국 국민의 기본 소양,3
5806,사전평가,3단계,객관식,부정형,어휘,1
5807,사전평가,1단계,객관식,해당없음,말하기,1
5808,사전평가,1단계,객관식,부정형,발음,3
5809,사전평가,3단계,객관식,긍정형,말하기+한국사회,3
5810,사전평가,4단계,단답형,긍정형,대한민국 국민의 기본 소양,4
5811,사전평가,4단계,객관식,긍정형,말하기+한국문화,2
5812,사전평가,1단계,객관식,부정형,읽기,4
5813,사전평가,1단계,객관식,해당없음,말하기+한국사회,4
5814,사전평가,1단계,객관식,긍정형,쓰기,3
5815,사전평가,3단계,작문형,부정형,대한민국 국민의 기본 소양,3
5816,영주용종합평가,1단계,객관식,부정형,어휘,4
5817,사전평가,2단계,구술형,긍정형,읽기,2
5818,사전평가,5단계-한국사회-심화,객관식,부정형,대한민국 국민의 기본 소양,1
5819,사전평가,3단계,구술형,부정형,담화,2
5820,사전평가,1단계,객관식,해당없음,대한민국 국민의 기본 소양,3
5821,사전평가,2단계,구술형,해당없음,문법,4
5822,사전평가,3단계,객관식,부정형,말하기,1
5823,사전평가,5단계-한국사회-심화,객관식,긍정형,대한민국 국민의 기본 소양,4
5824,사전평가,5단계-한국사회-기본,객관식,해당없음,쓰기,1
5825,사전평가,1단계,객관식,해당없음,문법,4
5826,중간평가,5단계-한국사회-기본,단답형,부정형,발음,2
5827,사전평가,2단계,객관식,해당없음,문법,4
5828,귀화용종합평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,3
5829,사전평가,1단계,객관식,긍정형,대한민국 국민의 기본 소양,2
5830,사전평가,2단계,구술형,부정형,말하기+한국문화,2
5831,사전평가,1단계,단답형,해당없음,읽기,3
5832,영주용종합평가,3단계,객관식,부정형,담화,4
5833,사전평가,2단계,객관식,부정형,문법,3
5834,중간평가,1단계,객관식,부정형,쓰기,4
5835,영주용종합평가,3단계,객관식,부정형,담화,4
5836,영주용종합평가,2단계,객관식,해당없음,담화,1
5837,사전평가,2단계,객관식,부정형,발음,3
5838,사전평가,1단계,객관식,해당없음,쓰기,1
5839,사전평가,5단계-한국사회-기본,객관식,긍정형,발음,3
5840,사전평가,4단계,객관식,긍정형,어휘,4
5841,사전평가,2단계,작문형,긍정형,읽기,1
5842,중간평가,2단계,객관식,해당없음,쓰기,2
5843,사전평가,2단계,객관식,부정형,문화,2
5844,영주용종합평가,2단계,구술형,해당없음,읽기,4
5845,중간평가,3단계,객관식,부정형,문법,2
5846,사전평가,2단계,객관식,긍정형,말하기+한국사회,4
5847,사전평가,1단계,작문형,해당없음,쓰기,1
5848,사전평가,2단계,객관식,긍정형,담화,1
5849,영주용종합평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,1
5850,사전평가,1단계,단답형,부정형,담화,3
5851,영주용종합평가,2단계,객관식,부정형,담화,4
5852,귀화용종합평가,1단계,객관식,부정형,말하기+문화,2
5853,사전평가,1단계,객관식,부정형,말하기+문화,1
5854,사전평가,4단계,작문형,해당없음,발음,2
5855,사전평가,4단계,단답형,긍정형,말하기+한국사회,4
5856,영주용종합평가,3단계,객관식,긍정형,문화,3
5857,사전평가,5단계-한국사회-심화,객관식,부정형,말하기+문화,2
5858,사전평가,4단계,객관식,해당없음,발음,4
5859,사전평가,2단계,구술형,긍정형,대한민국 국민의 기본 소양,1
5860,영주용종합평가,1단계,구술형,해당없음,말하기+한국사회,4
5861,중간평가,2단계,단답형,부정형,말하기+문화,3
5862,귀화용종합평가,1단계,객관식,부정형,대한민국 국민의 기본 소양,1
5863,사전평가,2단계,객관식,긍정형,어휘,4
5864,사전평가,5단계-한국사회-심화,객관식,해당없음,대한민국 국민의 기본 소양,3
5865,중간평가,2단계,객관식,긍정형,발음,2
5866,중간평가,2단계,작문형,부정형,문화,4
5867,사전평가,3단계,작문형,부정형,말하기,1
5868,영주용종합평가,2단계,객관식,부정형,쓰기,4
5869,사전평가,3단계,구술형,해당없음,발음,1
5870,사전평가,1단계,객관식,긍정형,읽기,1
5871,중간평가,2단계,객관식,긍정형,말하기,2
5872,사전평가,1단계,객관식,해당없음,쓰기,3
5873,사전평가,1단계,구술형,긍정형,말하기+문화,2
5874,사전평가,3단계,객관식,긍정형,문화,2
5875,사전평가,1단계,작문형,부정형,발음,3
5876,사전평가,2단계,객관식,해당없음,말하기+한국문화,2
5877,귀화용종합평가,4단계,구술형,부정형,문법,2
5878,사전평가,4단계,구술형,부정형,말하기+한국문화,4
5879,귀화용종합평가,2단계,작문형,해당없음,문법,2
5880,사전평가,3단계,객관식,해당없음,대한민국 국민의 기본 소양,2
5881,사전평가,3단계,구술형,긍정형,말하기+한국문화,3
5882,중간평가,2단계,객관식,부정형,쓰기,4
5883,영주용종합평가,3단계,객관식,해당없음,쓰기,1
5884,사전평가,2단계,객관식,부정형,말하기+한국문화,1
5885,사전평가,1단계,객관식,긍정형,읽기,3
5886,귀화용종합평가,2단계,객관식,해당없음,말하기,4
5887,사전평가,2단계,작문형,해당없음,말하기+문화,4
5888,사전평가,3단계,객관식,부정형,말하기+문화,3
5889,귀화용종합평가,4단계,객관식,긍정형,문법,3
5890,사전평가,1단계,객관식,부정형,대한민국 국민의 기본 소양,4
5891,사전평가,3단계,객관식,부정형,말하기+문화,2
5892,사전평가,3단계,객관식,부정형,쓰기,1
5893,사전평가,3단계,단답형,부정형,발음,4
5894,영주용종합평가,5단계-한국사회-심화,객관식,해당없음,발음,1
5895,중간평가,3단계,구술형,부정형,어휘,2
5896,중간평가,2단계,구술형,부정형,담화,1
5897,사전평가,3단계,객관식,긍정형,쓰기,4
5898,사전평가,2단계,객관식,긍정형,어휘,2
5899,사전평가,4단계,객관식,해당없음,담화,1
5900,사전평가,1단계,객관식,해당없음,어휘,1
5901,귀화용종합평가,5단계-한국사회-심화,객관식,해당없음,말하기+한국사회,2
5902,영주용종합평가,1단계,객관식,부정형,문법,3
5903,사전평가,3단계,객관식,해당없음,읽기,1
5904,사전평가,2단계,객관식,긍정형,문법,2
5905,사전평가,2단계,객관식,긍정형,말하기+한국사회,1
5906,사전평가,4단계,객관식,긍정형,쓰기,2
5907,사전평가,1단계,객관식,긍정형,문화,1
5908,사전평가,2단계,객관식,긍정형,말하기+문화,3
5909,사전평가,3단계,객관식,긍정형,담화,3
5910,사전평가,4단계,객관식,해당없음,쓰기,4
5911,영주용종합평가,2단계,단답형,해당없음,읽기,1
5912,사전평가,2단계,객관식,긍정형,쓰기,2
5913,귀화용종합평가,1단계,작문형,긍정형,말하기+한국사회,1
5914,귀화용종합평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,3
5915,귀화용종합평가,1단계,작문형,부정형,말하기+한국문화,4
5916,귀화용종합평가,1단계,객관식,부정형,문법,3
5917,사전평가,4단계,객관식,부정형,담화,2
5918,중간평가,3단계,객관식,긍정형,쓰기,2
5919,영주용종합평가,3단계,객관식,긍정형,발음,3
5920,사전평가,3단계,객관식,부정형,말하기+한국문화,1
5921,사전평가,1단계,객관식,해당없음,말하기+한국사회,3
5922,사전평가,1단계,단답형,해당없음,쓰기,3
5923,사전평가,1단계,객관식,부정형,발음,2
5924,사전평가,1단계,단답형,부정형,문화,1
5925,귀화용종합평가,1단계,객관식,긍정형,담화,3
5926,사전평가,1단계,객관식,부정형,말하기+문화,3
5927,사전평가,2단계,작문형,해당없음,말하기,4
5928,사전평가,2단계,객관식,부정형,문화,3
5929,귀화용종합평가,3단계,구술형,해당없음,말하기,3
5930,사전평가,4단계,객관식,해당없음,말하기,3
5931,사전평가,5단계-한국사회-심화,객관식,긍정형,말하기+문화,4
5932,사전평가,3단계,객관식,긍정형,말하기+한국사회,2
5933,사전평가,3단계,객관식,부정형,말하기,2
5934,사전평가,2단계,객관식,부정형,읽기,3
5935,사전평가,2단계,객관식,부정형,담화,1
5936,사전평가,5단계-한국사회-기본,객관식,긍정형,문화,1
5937,사전평가,1단계,객관식,긍정형,말하기+한국사회,4
5938,사전평가,2단계,객관식,긍정형,쓰기,1
5939,사전평가,2단계,단답형,부정형,말하기+문화,2
5940,중간평가,4단계,객관식,긍정형,담화,4
5941,사전평가,2단계,단답형,해당없음,문화,2
5942,사전평가,1단계,객관식,해당없음,말하기+한국사회,2
5943,사전평가,2단계,단답형,긍정형,말하기+문화,1
5944,사전평가,1단계,작문형,부정형,말하기+한국사회,2
5945,사전평가,1단계,객관식,긍정형,말하기,2
5946,사전평가,3단계,객관식,부정형,말하기+한국문화,2
5947,사전평가,1단계,객관식,부정형,말하기,4
5948,사전평가,2단계,작문형,긍정형,말하기+문화,3
5949,사전평가,1단계,작문형,해당없음,읽기,2
5950,사전평가,3단계,객관식,긍정형,말하기+문화,1
5951,사전평가,1단계,단답형,부정형,읽기,2
5952,귀화용종합평가,1단계,구술형,해당없음,말하기+문화,2
5953,사전평가,1단계,객관식,부정형,말하기+문화,1
5954,사전평가,4단계,객관식,긍정형,어휘,3
5955,중간평가,2단계,객관식,해당없음,문법,3
5956,사전평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,4
5957,사전평가,3단계,구술형,해당없음,읽기,3
5958,사전평가,2단계,객관식,해당없음,읽기,3
5959,사전평가,2단계,객관식,해당없음,담화,2
5960,사전평가,3단계,객관식,부정형,어휘,3
5961,사전평가,1단계,작문형,긍정형,대한민국 국민의 기본 소양,1
5962,사전평가,1단계,구술형,긍정형,읽기,3
5963,사전평가,2단계,객관식,부정형,말하기+한국사회,2
5964,사전평가,1단계,객관식,해당없음,어휘,1
5965,사전평가,4단계,객관식,긍정형,담화,2
5966,사전평가,2단계,객관식,부정형,문법,1
5967,사전평가,3단계,구술형,긍정형,읽기,2
5968,사전평가,1단계,객관식,긍정형,담화,2
5969,중간평가,5단계-한국사회-심화,객관식,해당없음,쓰기,1
5970,사전평가,2단계,객관식,해당없음,쓰기,1
5971,귀화용종합평가,3단계,객관식,긍정형,대한민국 국민의 기본 소양,2
5972,사전평가,5단계-한국사회-심화,객관식,부정형,말하기+한국문화,2
5973,사전평가,2단계,객관식,해당없음,대한민국 국민의 기본 소양,1
5974,중간평가,4단계,구술형,긍정형,담화,4
5975,사전평가,5단계-한국사회-심화,단답형,부정형,발음,2
5976,사전평가,1단계,객관식,부정형,발음,2
5977,사전평가,3단계,구술형,해당없음,문화,1
5978,사전평가,2단계,객관식,해당없음,말하기,2
5979,사전평가,3단계,작문형,부정형,발음,3
5980,사전평가,4단계,작문형,긍정형,쓰기,1
5981,귀화용종합평가,4단계,객관식,부정형,말하기,2
5982,사전평가,1단계,객관식,긍정형,읽기,2
5983,사전평가,2단계,객관식,긍정형,말하기+한국문화,2
5984,사전평가,2단계,객관식,부정형,말하기+한국문화,3
5985,사전평가,5단계-한국사회-기본,구술형,긍정형,말하기+한국문화,3
5986,사전평가,3단계,작문형,부정형,어휘,4
5987,사전평가,3단계,구술형,긍정형,말하기+문화,2
5988,사전평가,3단계,객관식,부정형,말하기+문화,1
5989,귀화용종합평가,1단계,단답형,해당없음,말하기+문화,2
5990,사전평가,1단계,객관식,부정형,말하기,4
5991,사전평가,3단계,객관식,긍정형,문화,3
5992,사전평가,4단계,객관식,부정형,말하기+문화,1
5993,사전평가,1단계,객관식,긍정형,문화,2
5994,사전평가,5단계-한국사회-심화,객관식,긍정형,쓰기,2
5995,중간평가,5단계-한국사회-기본,객관식,부정형,말하기+한국문화,3
5996,영주용종합평가,3단계,객관식,해당없음,말하기+문화,1
5997,귀화용종합평가,4단계,구술형,해당없음,담화,3
5998,사전평가,2단계,객관식,긍정형,말하기+한국문화,2
5999,사전평가,4단계,객관식,긍정형,말하기,3
6000,사전평가,2단계,구술형,해당없음,읽기,4
6001,사전평가,2단계,객관식,부정형,말하기+문화,3
6002,영주용종합평가,3단계,작문형,해당없음,발음,4
6003,사전평가,3단계,객관식,부정형,문화,3
6004,사전평가,2단계,객관식,부정형,쓰기,1
6005,사전평가,2단계,객관식,해당없음,문법,4
6006,귀화용종합평가,2단계,객관식,해당없음,쓰기,2
6007,귀화용종합평가,2단계,객관식,긍정형,읽기,2
6008,귀화용종합평가,3단계,객관식,긍정형,대한민국 국민의 기본 소양,4
6009,사전평가,1단계,작문형,해당없음,말하기,4
6010,영주용종합평가,2단계,객관식,해당없음,말하기+한국문화,4
6011,귀화용종합평가,2단계,객관식,해당없음,읽기,3
6012,사전평가,3단계,객관식,부정형,말하기+문화,1
6013,사전평가,5단계-한국사회-심화,작문형,해당없음,문법,4
6014,사전평가,3단계,객관식,해당없음,문화,1
6015,영주용종합평가,3단계,구술형,부정형,말하기,4
6016,사전평가,3단계,작문형,해당없음,문법,4
6017,사전평가,3단계,객관식,부정형,말하기+한국사회,2
6018,귀화용종합평가,1단계,객관식,부정형,문법,4
6019,사전평가,5단계-한국사회-심화,객관식,부정형,어휘,4
6020,사전평가,2단계,객관식,부정형,쓰기,4
6021,귀화용종합평가,2단계,객관식,부정형,읽기,2
6022,사전평가,4단계,객관식,해당없음,말하기,2
6023,사전평가,2단계,객관식,부정형,읽기,1
6024,사전평가,3단계,단답형,긍정형,말하기,2
6025,사전평가,1단계,객관식,부정형,말하기+문화,2
6026,사전평가,1단계,객관식,부정형,말하기+문화,3
6027,사전평가,2단계,객관식,해당없음,쓰기,2
6028,사전평가,3단계,객관식,해당없음,쓰기,2
6029,사전평가,3단계,구술형,해당없음,대한민국 국민의 기본 소양,4
6030,중간평가,4단계,작문형,긍정형,발음,2
6031,사전평가,1단계,객관식,부정형,말하기+한국사회,1
6032,사전평가,1단계,객관식,해당없음,문법,2
6033,사전평가,2단계,구술형,해당없음,어휘,4
6034,중간평가,1단계,구술형,해당없음,말하기,4
6035,사전평가,1단계,객관식,긍정형,말하기+문화,2
6036,사전평가,1단계,객관식,해당없음,말하기+한국사회,2
6037,사전평가,1단계,구술형,긍정형,문화,3
6038,사전평가,1단계,객관식,부정형,문화,2
6039,사전평가,2단계,작문형,부정형,어휘,1
6040,사전평가,1단계,구술형,부정형,문법,3
6041,사전평가,3단계,객관식,긍정형,대한민국 국민의 기본 소양,1
6042,사전평가,5단계-한국사회-기본,객관식,긍정형,말하기+문화,4
6043,사전평가,1단계,객관식,부정형,담화,2
6044,사전평가,3단계,객관식,해당없음,어휘,4
6045,귀화용종합평가,1단계,객관식,부정형,말하기+한국사회,2
6046,사전평가,2단계,객관식,해당없음,말하기,1
6047,사전평가,5단계-한국사회-심화,객관식,긍정형,말하기+문화,3
6048,사전평가,2단계,객관식,부정형,말하기,3
6049,사전평가,1단계,객관식,해당없음,말하기,2
6050,사전평가,3단계,객관식,긍정형,어휘,3
6051,사전평가,1단계,객관식,해당없음,어휘,2
6052,사전평가,4단계,객관식,해당없음,어휘,2
6053,사전평가,1단계,객관식,해당없음,어휘,1
6054,사전평가,1단계,단답형,해당없음,말하기+한국문화,4
6055,사전평가,2단계,객관식,부정형,어휘,4
6056,사전평가,1단계,객관식,긍정형,말하기+문화,1
6057,사전평가,2단계,구술형,긍정형,어휘,1
6058,사전평가,1단계,객관식,부정형,읽기,1
6059,귀화용종합평가,4단계,객관식,긍정형,발음,3
6060,사전평가,2단계,작문형,긍정형,말하기+한국사회,3
6061,사전평가,2단계,객관식,해당없음,대한민국 국민의 기본 소양,4
6062,귀화용종합평가,1단계,객관식,긍정형,담화,2
6063,사전평가,1단계,객관식,긍정형,문화,2
6064,사전평가,2단계,객관식,부정형,문법,2
6065,사전평가,1단계,객관식,부정형,어휘,1
6066,영주용종합평가,3단계,객관식,해당없음,어휘,4
6067,사전평가,5단계-한국사회-기본,객관식,해당없음,말하기+문화,3
6068,사전평가,1단계,객관식,해당없음,쓰기,3
6069,귀화용종합평가,3단계,단답형,해당없음,읽기,1
6070,사전평가,2단계,구술형,해당없음,어휘,3
6071,귀화용종합평가,2단계,객관식,부정형,발음,4
6072,사전평가,3단계,객관식,긍정형,대한민국 국민의 기본 소양,3
6073,사전평가,3단계,구술형,부정형,문화,4
6074,사전평가,3단계,객관식,부정형,문화,3
6075,사전평가,1단계,구술형,부정형,문법,4
6076,영주용종합평가,2단계,구술형,부정형,말하기,1
6077,사전평가,1단계,객관식,해당없음,대한민국 국민의 기본 소양,1
6078,사전평가,5단계-한국사회-심화,작문형,해당없음,읽기,4
6079,사전평가,1단계,단답형,부정형,말하기,3
6080,사전평가,4단계,구술형,부정형,문법,2
6081,영주용종합평가,3단계,객관식,긍정형,말하기,3
6082,귀화용종합평가,2단계,객관식,해당없음,문법,4
6083,사전평가,2단계,객관식,부정형,발음,2
6084,사전평가,5단계-한국사회-기본,객관식,부정형,대한민국 국민의 기본 소양,3
6085,사전평가,5단계-한국사회-기본,객관식,해당없음,쓰기,4
6086,중간평가,2단계,작문형,긍정형,말하기+한국사회,3
6087,영주용종합평가,4단계,객관식,긍정형,담화,1
6088,사전평가,1단계,구술형,해당없음,문법,1
6089,중간평가,5단계-한국사회-기본,객관식,해당없음,말하기+한국사회,1
6090,사전평가,1단계,작문형,부정형,말하기+한국문화,2
6091,사전평가,1단계,객관식,부정형,문법,2
6092,사전평가,2단계,작문형,해당없음,말하기+한국문화,3
6093,영주용종합평가,3단계,구술형,해당없음,어휘,4
6094,사전평가,1단계,객관식,긍정형,말하기+한국문화,4
6095,사전평가,2단계,객관식,긍정형,읽기,1
6096,사전평가,1단계,구술형,긍정형,말하기,4
6097,영주용종합평가,2단계,객관식,긍정형,말하기,3
6098,사전평가,2단계,객관식,부정형,말하기+문화,3
6099,사전평가,5단계-한국사회-심화,객관식,해당없음,발음,1
6100,사전평가,1단계,객관식,해당없음,읽기,4
6101,영주용종합평가,3단계,객관식,해당없음,쓰기,2
