문항코드,평가종류,출제단계,문항유형,감성,평가영역,정답
28479,사전평가,2단계,작문형,긍정형,말하기+문화,1
28480,영주용종합평가,1단계,객관식,긍정형,발음,4
28481,사전평가,1단계,객관식,부정형,어휘,1
28482,사전평가,1단계,객관식,해당없음,문화,4
28483,사전평가,1단계,작문형,부정형,말하기+한국문화,2
28484,사전평가,1단계,작문형,긍정형,발음,2
28485,사전평가,3단계,객관식,부정형,문법,4
28486,영주용종합평가,1단계,객관식,긍정형,담화,4
28487,사전평가,3단계,객관식,긍정형,문법,4
28488,사전평가,3단계,객관식,부정형,발음,4
28489,사전평가,2단계,구술형,긍정형,어휘,3
28490,사전평가,2단계,객관식,부정형,읽기,2
28491,사전평가,1단계,객관식,부정형,읽기,1
28492,사전평가,4단계,객관식,해당없음,문법,3
28493,사전평가,5단계-한국사회-심화,객관식,부정형,말하기+한국사회,4
28494,영주용종합평가,1단계,구술형,긍정형,문화,1
28495,중간평가,1단계,객관식,부정형,쓰기,1
28496,사전평가,2단계,객관식,해당없음,말하기,1
28497,귀화용종합평가,3단계,객관식,부정형,문법,3
28498,사전평가,2단계,작문형,해당없음,말하기+한국문화,2
28499,귀화용종합평가,1단계,객관식,부정형,말하기+한국문화,1
28500,귀화용종합평가,5단계-한국사회-심화,구술형,긍정형,말하기+한국사회,4
28501,사전평가,3단계,단답형,부정형,말하기+한국문화,1
28502,사전평가,2단계,객관식,긍정형,쓰기,2
28503,사전평가,2단계,객관식,부정형,어휘,3
28504,귀화용종합평가,3단계,단답형,해당없음,어휘,3
28505,영주용종합평가,2단계,객관식,부정형,발음,3
28506,사전평가,3단계,객관식,긍정형,읽기,2
28507,사전평가,2단계,객관식,부정형,문법,2
28508,사전평가,2단계,객관식,해당없음,말하기+한국사회,2
28509,사전평가,2단계,객관식,긍정형,읽기,4
28510,사전평가,1단계,작문형,긍정형,문화,2
28511,사전평가,2단계,단답형,해당없음,발음,4
28512,사전평가,1단계,객관식,해당없음,말하기,1
28513,사전평가,3단계,객관식,부정형,읽기,4
28514,사전평가,4단계,객관식,해당없음,읽기,4
28515,사전평가,2단계,작문형,긍정형,대한민국 국민의 기본 소양,4
28516,사전평가,4단계,구술형,해당없음,말하기+문화,4
28517,사전평가,4단계,단답형,해당없음,문법,1
28518,사전평가,1단계,구술형,긍정형,문화,2
28519,영주용종합평가,4단계,객관식,긍정형,발음,3
28520,사전평가,1단계,작문형,부정형,읽기,3
28521,귀화용종합평가,5단계-한국사회-심화,객관식,부정형,담화,3
28522,사전평가,4단계,객관식,해당없음,말하기+문화,2
28523,귀화용종합평가,2단계,객관식,긍정형,담화,2
28524,사전평가,2단계,객관식,해당없음,대한민국 국민의 기본 소양,2
28525,사전평가,4단계,객관식,해당없음,문법,2
28526,귀화용종합평가,2단계,객관식,부정형,읽기,2
28527,사전평가,1단계,객관식,긍정형,담화,3
28528,사전평가,1단계,객관식,부정형,말하기+한국문화,4
28529,사전평가,4단계,객관식,긍정형,문법,2
28530,사전평가,1단계,구술형,해당없음,읽기,4
28531,사전평가,5단계-한국사회-심화,객관식,부정형,문법,3
28532,사전평가,1단계,단답형,해당없음,쓰기,1
28533,사전평가,5단계-한국사회-기본,구술형,해당없음,문화,1
28534,사전평가,2단계,객관식,긍정형,어휘,3
28535,사전평가,2단계,객관식,긍정형,읽기,4
28536,사전평가,3단계,작문형,해당없음,쓰기,3
28537,중간평가,2단계,객관식,해당없음,어휘,2
28538,사전평가,1단계,구술형,긍정형,어휘,2
28539,사전평가,1단계,구술형,긍정형,말하기+문화,2
28540,사전평가,3단계,객관식,해당없음,발음,2
28541,사전평가,5단계-한국사회-심화,객관식,해당없음,읽기,1
28542,사전평가,2단계,객관식,해당없음,문법,4
28543,사전평가,3단계,작문형,긍정형,문법,4
28544,사전평가,2단계,객관식,부정형,문법,4
28545,사전평가,1단계,객관식,해당없음,읽기,4
28546,사전평가,3단계,객관식,해당없음,발음,4
28547,사전평가,3단계,구술형,부정형,말하기+문화,4
28548,사전평가,3단계,객관식,부정형,말하기+문화,1
28549,사전평가,1단계,구술형,부정형,읽기,3
28550,사전평가,3단계,객관식,해당없음,말하기+한국문화,1
28551,사전평가,2단계,단답형,해당없음,발음,3
28552,귀화용종합평가,4단계,객관식,해당없음,쓰기,3
28553,사전평가,2단계,객관식,해당없음,어휘,3
28554,사전평가,2단계,구술형,해당없음,문화,2
28555,귀화용종합평가,2단계,객관식,해당없음,말하기+한국문화,2
28556,영주용종합평가,1단계,단답형,부정형,문법,3
28557,사전평가,1단계,객관식,해당없음,말하기+문화,4
28558,사전평가,1단계,객관식,부정형,문화,3
28559,영주용종합평가,2단계,객관식,해당없음,말하기+한국문화,3
28560,사전평가,3단계,객관식,긍정형,읽기,3
28561,사전평가,1단계,구술형,해당없음,문화,4
28562,사전평가,2단계,객관식,해당없음,말하기+문화,4
28563,영주용종합평가,2단계,객관식,해당없음,어휘,3
28564,사전평가,2단계,단답형,긍정형,말하기,1
28565,영주용종합평가,5단계-한국사회-기본,구술형,해당없음,말하기+한국문화,2
28566,사전평가,3단계,객관식,부정형,대한민국 국민의 기본 소양,3
28567,사전평가,1단계,단답형,부정형,말하기+한국문화,4
28568,영주용종합평가,4단계,객관식,긍정형,어휘,3
28569,사전평가,3단계,단답형,부정형,발음,3
28570,영주용종합평가,1단계,구술형,해당없음,대한민국 국민의 기본 소양,4
28571,중간평가,2단계,객관식,긍정형,어휘,1
28572,사전평가,4단계,객관식,해당없음,문화,4
28573,사전평가,5단계-한국사회-심화,단답형,해당없음,문법,4
28574,사전평가,1단계,객관식,긍정형,쓰기,1
28575,귀화용종합평가,2단계,단답형,해당없음,말하기+한국사회,1
28576,사전평가,2단계,구술형,해당없음,어휘,4
28577,사전평가,1단계,구술형,부정형,쓰기,2
28578,사전평가,3단계,단답형,긍정형,대한민국 국민의 기본 소양,3
28579,영주용종합평가,2단계,객관식,부정형,읽기,1
28580,중간평가,3단계,객관식,해당없음,발음,1
28581,사전평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,3
28582,사전평가,4단계,작문형,해당없음,쓰기,3
28583,사전평가,1단계,단답형,해당없음,대한민국 국민의 기본 소양,1
28584,사전평가,1단계,객관식,해당없음,말하기+한국사회,1
28585,중간평가,2단계,객관식,해당없음,문법,3
28586,사전평가,1단계,객관식,부정형,담화,4
28587,사전평가,5단계-한국사회-기본,객관식,해당없음,말하기+한국사회,1
28588,사전평가,1단계,작문형,부정형,말하기,1
28589,사전평가,2단계,객관식,부정형,담화,2
28590,사전평가,1단계,객관식,해당없음,쓰기,2
28591,영주용종합평가,1단계,객관식,긍정형,발음,1
28592,사전평가,1단계,작문형,긍정형,문법,4
28593,사전평가,4단계,작문형,긍정형,말하기+한국사회,2
28594,사전평가,5단계-한국사회-기본,구술형,긍정형,담화,4
28595,사전평가,1단계,객관식,해당없음,대한민국 국민의 기본 소양,1
28596,사전평가,1단계,단답형,부정형,쓰기,3
28597,사전평가,1단계,객관식,부정형,말하기+한국문화,1
28598,사전평가,1단계,객관식,긍정형,어휘,3
28599,사전평가,2단계,객관식,해당없음,말하기+한국문화,3
28600,사전평가,2단계,객관식,긍정형,쓰기,4
28601,사전평가,1단계,객관식,해당없음,발음,3
28602,귀화용종합평가,3단계,객관식,해당없음,담화,1
28603,귀화용종합평가,4단계,객관식,긍정형,말하기+문화,3
28604,사전평가,2단계,객관식,해당없음,대한민국 국민의 기본 소양,4
28605,사전평가,1단계,객관식,긍정형,문화,1
28606,사전평가,2단계,구술형,긍정형,말하기,4
28607,사전평가,3단계,객관식,긍정형,문화,1
28608,사전평가,1단계,객관식,부정형,문화,3
28609,사전평가,5단계-한국사회-기본,구술형,해당없음,어휘,4
28610,귀화용종합평가,1단계,객관식,부정형,쓰기,1
28611,사전평가,4단계,단답형,긍정형,발음,4
28612,사전평가,5단계-한국사회-심화,단답형,해당없음,발음,4
28613,사전평가,1단계,객관식,부정형,대한민국 국민의 기본 소양,3
28614,사전평가,4단계,객관식,해당없음,어휘,4
28615,사전평가,4단계,객관식,긍정형,문법,1
28616,사전평가,5단계-한국사회-심화,객관식,해당없음,말하기+한국문화,2
28617,사전평가,5단계-한국사회-심화,작문형,부정형,문화,3
28618,중간평가,3단계,객관식,해당없음,말하기+한국문화,3
28619,사전평가,3단계,객관식,부정형,말하기,3
28620,사전평가,2단계,구술형,긍정형,쓰기,3
28621,사전평가,5단계-한국사회-기본,구술형,긍정형,담화,1
28622,사전평가,2단계,구술형,긍정형,말하기+한국사회,3
28623,사전평가,1단계,객관식,부정형,말하기+한국사회,4
28624,귀화용종합평가,3단계,구술형,부정형,문법,1
28625,사전평가,1단계,객관식,긍정형,읽기,1
28626,사전평가,2단계,객관식,부정형,어휘,1
28627,중간평가,1단계,객관식,긍정형,문화,2
28628,중간평가,2단계,객관식,긍정형,어휘,1
28629,사전평가,3단계,객관식,긍정형,담화,4
28630,사전평가,5단계-한국사회-심화,작문형,해당없음,읽기,4
28631,중간평가,2단계,객관식,해당없음,문화,1
28632,사전평가,3단계,구술형,해당없음,읽기,4
28633,사전평가,2단계,객관식,긍정형,발음,2
28634,사전평가,4단계,객관식,해당없음,어휘,1
28635,사전평가,1단계,단답형,부정형,쓰기,4
28636,사전평가,4단계,단답형,해당없음,읽기,3
28637,사전평가,1단계,객관식,부정형,말하기+한국사회,4
28638,사전평가,1단계,구술형,해당없음,문법,1
28639,사전평가,4단계,단답형,해당없음,어휘,4
28640,사전평가,2단계,단답형,부정형,대한민국 국민의 기본 소양,4
28641,사전평가,1단계,구술형,부정형,어휘,1
28642,사전평가,1단계,객관식,긍정형,문법,2
28643,사전평가,2단계,객관식,해당없음,말하기+한국사회,4
28644,귀화용종합평가,1단계,객관식,부정형,문법,4
28645,사전평가,3단계,객관식,부정형,발음,4
28646,사전평가,2단계,객관식,부정형,말하기,3
28647,사전평가,3단계,객관식,해당없음,읽기,2
28648,사전평가,5단계-한국사회-기본,객관식,긍정형,발음,2
28649,사전평가,5단계-한국사회-기본,객관식,해당없음,대한민국 국민의 기본 소양,3
28650,사전평가,1단계,구술형,해당없음,읽기,4
28651,사전평가,4단계,객관식,해당없음,읽기,3
28652,사전평가,2단계,객관식,긍정형,담화,3
28653,사전평가,1단계,객관식,해당없음,읽기,1
28654,사전평가,3단계,작문형,부정형,문법,4
28655,사전평가,1단계,객관식,해당없음,말하기+문화,1
28656,사전평가,1단계,작문형,긍정형,읽기,2
28657,영주용종합평가,3단계,작문형,해당없음,문화,1
28658,사전평가,2단계,작문형,부정형,말하기+문화,4
28659,영주용종합평가,2단계,객관식,부정형,말하기+한국사회,4
28660,사전평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,4
28661,사전평가,2단계,작문형,해당없음,읽기,4
28662,사전평가,5단계-한국사회-심화,단답형,해당없음,담화,3
28663,귀화용종합평가,2단계,객관식,해당없음,문법,2
28664,사전평가,1단계,구술형,해당없음,대한민국 국민의 기본 소양,2
28665,영주용종합평가,1단계,객관식,해당없음,문화,3
28666,사전평가,5단계-한국사회-기본,객관식,해당없음,말하기,3
28667,귀화용종합평가,2단계,구술형,부정형,쓰기,4
28668,귀화용종합평가,2단계,객관식,부정형,말하기+문화,3
28669,사전평가,1단계,작문형,해당없음,대한민국 국민의 기본 소양,4
28670,중간평가,2단계,단답형,해당없음,담화,1
28671,사전평가,1단계,작문형,부정형,읽기,4
28672,귀화용종합평가,3단계,구술형,긍정형,말하기+한국문화,4
28673,사전평가,1단계,구술형,해당없음,어휘,2
28674,사전평가,5단계-한국사회-심화,단답형,해당없음,문법,3
28675,사전평가,5단계-한국사회-심화,객관식,부정형,읽기,2
28676,사전평가,3단계,객관식,해당없음,말하기,3
28677,중간평가,3단계,객관식,긍정형,말하기+문화,4
28678,사전평가,1단계,객관식,부정형,쓰기,4
28679,중간평가,1단계,객관식,해당없음,담화,3
28680,사전평가,1단계,구술형,해당없음,담화,1
28681,사전평가,4단계,객관식,부정형,말하기+한국사회,2
28682,중간평가,2단계,객관식,해당없음,말하기,3
28683,사전평가,1단계,객관식,부정형,문화,2
28684,중간평가,2단계,객관식,부정형,읽기,2
28685,중간평가,1단계,구술형,부정형,어휘,3
28686,사전평가,3단계,객관식,해당없음,말하기+한국문화,2
28687,사전평가,3단계,객관식,해당없음,발음,2
28688,사전평가,3단계,객관식,해당없음,담화,1
28689,사전평가,3단계,객관식,부정형,문화,4
28690,중간평가,4단계,객관식,부정형,말하기+한국사회,3
28691,사전평가,1단계,객관식,해당없음,문법,1
28692,영주용종합평가,2단계,객관식,긍정형,쓰기,4
28693,중간평가,1단계,객관식,긍정형,문법,1
28694,중간평가,2단계,객관식,해당없음,문법,4
28695,사전평가,2단계,객관식,해당없음,말하기,4
28696,귀화용종합평가,2단계,객관식,긍정형,담화,1
28697,귀화용종합평가,4단계,객관식,긍정형,말하기+한국문화,3
28698,영주용종합평가,2단계,객관식,부정형,말하기+한국문화,3
28699,사전평가,1단계,객관식,긍정형,대한민국 국민의 기본 소양,3
28700,사전평가,2단계,구술형,부정형,읽기,1
28701,중간평가,3단계,객관식,해당없음,읽기,4
28702,사전평가,5단계-한국사회-심화,작문형,부정형,문법,1
28703,사전평가,5단계-한국사회-기본,객관식,해당없음,말하기,2
28704,사전평가,1단계,객관식,부정형,담화,2
28705,사전평가,1단계,객관식,해당없음,말하기+한국사회,4
28706,사전평가,4단계,객관식,부정형,발음,4
28707,중간평가,3단계,객관식,부정형,말하기,4
28708,영주용종합평가,3단계,객관식,해당없음,말하기+문화,2
28709,사전평가,2단계,구술형,긍정형,담화,2
28710,사전평가,1단계,객관식,해당없음,어휘,1
28711,영주용종합평가,1단계,단답형,부정형,어휘,1
28712,사전평가,2단계,객관식,해당없음,발음,3
28713,사전평가,4단계,객관식,해당없음,문법,1
28714,사전평가,4단계,구술형,해당없음,말하기+한국사회,3
28715,사전평가,1단계,구술형,부정형,쓰기,4
28716,귀화용종합평가,1단계,단답형,해당없음,대한민국 국민의 기본 소양,4
28717,영주용종합평가,4단계,객관식,부정형,발음,2
28718,영주용종합평가,3단계,구술형,긍정형,문화,2
28719,사전평가,1단계,객관식,해당없음,말하기+한국문화,4
28720,사전평가,1단계,객관식,부정형,문화,3
28721,사전평가,4단계,객관식,긍정형,말하기+한국문화,3
28722,사전평가,1단계,객관식,긍정형,쓰기,4
28723,사전평가,3단계,작문형,긍정형,문화,1
28724,사전평가,1단계,객관식,해당없음,말하기+한국문화,3
28725,사전평가,1단계,구술형,해당없음,쓰기,2
28726,사전평가,5단계-한국사회-기본,구술형,해당없음,말하기,4
28727,사전평가,5단계-한국사회-심화,객관식,긍정형,대한민국 국민의 기본 소양,4
28728,사전평가,2단계,객관식,해당없음,말하기+한국문화,4
28729,귀화용종합평가,3단계,객관식,부정형,담화,1
28730,사전평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,2
28731,사전평가,4단계,객관식,부정형,읽기,1
28732,영주용종합평가,1단계,객관식,긍정형,말하기+한국문화,3
28733,사전평가,5단계-한국사회-심화,객관식,부정형,문화,1
28734,사전평가,2단계,객관식,해당없음,어휘,3
28735,사전평가,4단계,객관식,부정형,대한민국 국민의 기본 소양,2
28736,귀화용종합평가,5단계-한국사회-심화,객관식,긍정형,말하기+한국사회,4
28737,사전평가,5단계-한국사회-심화,작문형,부정형,쓰기,2
28738,사전평가,1단계,객관식,긍정형,쓰기,3
28739,사전평가,1단계,객관식,해당없음,문법,2
28740,중간평가,5단계-한국사회-심화,객관식,긍정형,말하기+문화,1
28741,사전평가,2단계,객관식,부정형,문화,2
28742,중간평가,2단계,객관식,해당없음,담화,2
28743,사전평가,5단계-한국사회-기본,객관식,해당없음,말하기+한국사회,2
28744,사전평가,3단계,객관식,긍정형,쓰기,4
28745,사전평가,3단계,객관식,해당없음,대한민국 국민의 기본 소양,2
28746,사전평가,4단계,객관식,긍정형,문화,2
28747,사전평가,1단계,객관식,긍정형,말하기+한국사회,2
28748,중간평가,2단계,단답형,해당없음,말하기+한국문화,3
28749,사전평가,2단계,작문형,긍정형,말하기+한국사회,3
28750,사전평가,5단계-한국사회-기본,구술형,긍정형,쓰기,3
28751,사전평가,2단계,객관식,부정형,어휘,2
28752,사전평가,4단계,작문형,부정형,쓰기,4
28753,사전평가,1단계,작문형,부정형,말하기,3
28754,중간평가,3단계,객관식,부정형,말하기+한국사회,2
28755,사전평가,4단계,객관식,긍정형,말하기+한국사회,3
28756,사전평가,3단계,객관식,긍정형,대한민국 국민의 기본 소양,1
28757,사전평가,3단계,구술형,긍정형,말하기+문화,1
28758,사전평가,1단계,객관식,해당없음,읽기,2
28759,사전평가,3단계,구술형,해당없음,문화,4
28760,사전평가,2단계,객관식,긍정형,말하기,1
28761,귀화용종합평가,3단계,구술형,부정형,말하기+문화,4
28762,중간평가,3단계,객관식,부정형,발음,1
28763,사전평가,5단계-한국사회-심화,단답형,해당없음,문화,1
28764,사전평가,2단계,객관식,긍정형,읽기,1
28765,사전평가,2단계,단답형,긍정형,문화,3
28766,사전평가,2단계,객관식,긍정형,말하기+한국사회,2
28767,사전평가,2단계,객관식,해당없음,어휘,3
28768,사전평가,3단계,객관식,해당없음,문화,4
28769,영주용종합평가,2단계,객관식,해당없음,말하기+한국사회,2
28770,사전평가,3단계,객관식,부정형,어휘,1
28771,영주용종합평가,1단계,객관식,해당없음,담화,4
28772,사전평가,3단계,객관식,해당없음,문법,4
28773,사전평가,1단계,객관식,해당없음,말하기,2
28774,사전평가,1단계,작문형,해당없음,말하기+한국사회,4
28775,사전평가,4단계,단답형,긍정형,발음,3
28776,사전평가,1단계,구술형,부정형,말하기,3
28777,사전평가,1단계,단답형,해당없음,담화,3
28778,중간평가,2단계,작문형,해당없음,읽기,4
28779,사전평가,1단계,작문형,긍정형,어휘,3
28780,영주용종합평가,2단계,객관식,부정형,말하기+한국사회,3
28781,사전평가,1단계,객관식,긍정형,문법,3
28782,귀화용종합평가,1단계,객관식,해당없음,쓰기,3
28783,사전평가,2단계,객관식,긍정형,말하기+한국문화,3
28784,사전평가,4단계,객관식,긍정형,문화,3
28785,사전평가,1단계,객관식,부정형,쓰기,1
28786,사전평가,2단계,작문형,긍정형,말하기+문화,4
28787,영주용종합평가,5단계-한국사회-기본,작문형,긍정형,말하기+한국사회,1
28788,사전평가,1단계,객관식,부정형,쓰기,2
28789,사전평가,2단계,객관식,긍정형,읽기,3
28790,사전평가,2단계,객관식,해당없음,어휘,2
28791,사전평가,2단계,객관식,해당없음,담화,1
28792,영주용종합평가,2단계,객관식,긍정형,쓰기,4
28793,사전평가,3단계,작문형,긍정형,문화,3
28794,사전평가,4단계,객관식,해당없음,읽기,1
28795,중간평가,1단계,객관식,긍정형,말하기+문화,2
28796,사전평가,1단계,객관식,긍정형,발음,1
28797,사전평가,2단계,객관식,해당없음,문화,3
28798,영주용종합평가,4단계,객관식,부정형,발음,2
28799,사전평가,3단계,객관식,해당없음,발음,2
28800,사전평가,2단계,객관식,부정형,말하기+한국사회,3
28801,귀화용종합평가,5단계-한국사회-심화,구술형,긍정형,말하기,1
28802,사전평가,2단계,객관식,해당없음,어휘,2
28803,사전평가,3단계,객관식,해당없음,담화,1
28804,사전평가,3단계,단답형,부정형,문화,3
28805,사전평가,2단계,구술형,해당없음,말하기+한국사회,1
28806,중간평가,2단계,객관식,부정형,말하기+한국사회,4
28807,사전평가,2단계,단답형,긍정형,문법,3
28808,영주용종합평가,2단계,객관식,부정형,문화,4
28809,사전평가,2단계,객관식,해당없음,어휘,4
28810,중간평가,1단계,객관식,부정형,말하기+한국문화,4
28811,영주용종합평가,3단계,객관식,해당없음,문화,2
28812,사전평가,4단계,객관식,긍정형,읽기,3
28813,사전평가,1단계,구술형,해당없음,문화,4
28814,사전평가,1단계,객관식,부정형,말하기+한국사회,2
28815,중간평가,2단계,객관식,해당없음,대한민국 국민의 기본 소양,2
28816,사전평가,4단계,객관식,부정형,발음,2
28817,사전평가,2단계,객관식,긍정형,어휘,4
28818,사전평가,3단계,객관식,부정형,대한민국 국민의 기본 소양,2
28819,사전평가,1단계,객관식,부정형,쓰기,2
28820,영주용종합평가,2단계,객관식,해당없음,어휘,1
28821,중간평가,2단계,작문형,해당없음,발음,3
28822,사전평가,4단계,객관식,부정형,읽기,3
28823,사전평가,2단계,작문형,부정형,읽기,4
28824,영주용종합평가,1단계,객관식,해당없음,대한민국 국민의 기본 소양,4
28825,귀화용종합평가,4단계,객관식,부정형,발음,1
28826,사전평가,2단계,객관식,긍정형,쓰기,3
28827,사전평가,3단계,객관식,부정형,말하기+문화,4
28828,중간평가,2단계,객관식,긍정형,말하기+문화,4
28829,사전평가,1단계,객관식,부정형,어휘,1
28830,영주용종합평가,3단계,객관식,부정형,문법,4
28831,사전평가,2단계,객관식,부정형,읽기,1
28832,사전평가,1단계,단답형,부정형,어휘,1
28833,중간평가,1단계,객관식,긍정형,문화,3
28834,귀화용종합평가,5단계-한국사회-기본,객관식,부정형,문화,3
28835,귀화용종합평가,3단계,객관식,긍정형,문화,4
28836,영주용종합평가,5단계-한국사회-기본,객관식,부정형,문화,1
28837,사전평가,3단계,구술형,부정형,담화,1
28838,사전평가,1단계,객관식,부정형,어휘,1
28839,사전평가,1단계,객관식,해당없음,말하기,2
28840,중간평가,4단계,객관식,긍정형,말하기+한국사회,3
28841,사전평가,5단계-한국사회-심화,작문형,긍정형,문법,4
28842,사전평가,1단계,객관식,긍정형,발음,2
28843,사전평가,3단계,단답형,긍정형,말하기+한국사회,3
28844,사전평가,4단계,객관식,부정형,문화,1
28845,사전평가,1단계,작문형,부정형,대한민국 국민의 기본 소양,1
28846,사전평가,3단계,객관식,해당없음,발음,3
28847,사전평가,3단계,객관식,긍정형,문화,1
28848,귀화용종합평가,5단계-한국사회-심화,객관식,긍정형,문화,2
28849,사전평가,2단계,객관식,해당없음,문화,4
28850,사전평가,5단계-한국사회-심화,객관식,긍정형,말하기+한국사회,2
28851,사전평가,4단계,구술형,긍정형,읽기,1
28852,사전평가,1단계,객관식,긍정형,어휘,3
28853,사전평가,1단계,객관식,긍정형,어휘,2
28854,사전평가,2단계,객관식,긍정형,문화,3
28855,사전평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,1
28856,사전평가,1단계,객관식,해당없음,문법,2
28857,중간평가,3단계,객관식,부정형,문화,2
28858,사전평가,1단계,객관식,해당없음,말하기+한국사회,3
28859,사전평가,1단계,객관식,긍정형,읽기,3
28860,사전평가,1단계,객관식,해당없음,어휘,4
28861,사전평가,2단계,객관식,해당없음,쓰기,4
28862,사전평가,1단계,객관식,부정형,말하기+한국문화,1
28863,사전평가,2단계,단답형,해당없음,어휘,4
28864,영주용종합평가,3단계,객관식,긍정형,쓰기,4
28865,귀화용종합평가,1단계,객관식,해당없음,쓰기,4
28866,영주용종합평가,4단계,객관식,긍정형,담화,3
28867,중간평가,1단계,단답형,해당없음,어휘,1
28868,사전평가,3단계,단답형,부정형,발음,4
28869,사전평가,1단계,객관식,긍정형,쓰기,2
28870,영주용종합평가,3단계,객관식,부정형,대한민국 국민의 기본 소양,4
28871,사전평가,3단계,구술형,해당없음,말하기+한국사회,1
28872,사전평가,2단계,객관식,긍정형,말하기+한국사회,4
28873,사전평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,1
28874,사전평가,2단계,객관식,긍정형,발음,2
28875,영주용종합평가,5단계-한국사회-기본,단답형,해당없음,발음,2
28876,사전평가,1단계,단답형,부정형,담화,2
28877,사전평가,2단계,객관식,부정형,발음,3
28878,귀화용종합평가,1단계,객관식,긍정형,말하기+한국문화,1
28879,사전평가,4단계,객관식,긍정형,쓰기,4
28880,영주용종합평가,3단계,객관식,부정형,문화,1
28881,사전평가,5단계-한국사회-심화,작문형,부정형,어휘,3
28882,사전평가,1단계,객관식,부정형,어휘,2
28883,중간평가,3단계,객관식,해당없음,말하기+문화,4
28884,사전평가,2단계,객관식,해당없음,말하기+한국사회,4
28885,사전평가,3단계,객관식,부정형,말하기+한국문화,1
28886,영주용종합평가,1단계,객관식,부정형,문법,4
28887,사전평가,3단계,객관식,긍정형,문법,4
28888,사전평가,1단계,객관식,부정형,대한민국 국민의 기본 소양,1
28889,사전평가,1단계,객관식,긍정형,발음,3
28890,귀화용종합평가,2단계,객관식,긍정형,문화,1
28891,사전평가,1단계,작문형,부정형,발음,1
28892,사전평가,3단계,작문형,해당없음,말하기,1
28893,중간평가,3단계,구술형,부정형,대한민국 국민의 기본 소양,3
28894,귀화용종합평가,2단계,객관식,긍정형,읽기,2
28895,사전평가,1단계,작문형,부정형,말하기,1
28896,사전평가,2단계,단답형,부정형,문법,4
28897,귀화용종합평가,2단계,객관식,긍정형,어휘,4
28898,사전평가,3단계,객관식,부정형,문화,4
28899,사전평가,2단계,구술형,해당없음,어휘,4
28900,사전평가,3단계,객관식,긍정형,말하기+한국문화,4
28901,귀화용종합평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,1
28902,사전평가,5단계-한국사회-기본,객관식,해당없음,말하기+한국문화,2
28903,사전평가,1단계,객관식,해당없음,문법,1
28904,귀화용종합평가,3단계,객관식,해당없음,말하기+문화,3
28905,중간평가,1단계,객관식,해당없음,대한민국 국민의 기본 소양,4
28906,중간평가,1단계,객관식,해당없음,말하기+문화,1
28907,사전평가,2단계,구술형,긍정형,말하기+문화,2
28908,사전평가,2단계,객관식,해당없음,담화,2
28909,사전평가,1단계,구술형,해당없음,발음,2
28910,사전평가,1단계,단답형,긍정형,말하기+한국사회,3
28911,사전평가,3단계,객관식,긍정형,대한민국 국민의 기본 소양,1
28912,사전평가,2단계,객관식,해당없음,쓰기,4
28913,사전평가,2단계,객관식,긍정형,읽기,1
28914,사전평가,2단계,작문형,해당없음,문화,2
28915,사전평가,5단계-한국사회-심화,객관식,부정형,담화,3
28916,영주용종합평가,5단계-한국사회-심화,객관식,해당없음,말하기+한국문화,2
28917,사전평가,5단계-한국사회-기본,객관식,긍정형,말하기+한국문화,1
28918,귀화용종합평가,2단계,객관식,긍정형,문법,2
28919,사전평가,4단계,객관식,부정형,읽기,2
28920,사전평가,2단계,객관식,해당없음,어휘,1
28921,영주용종합평가,4단계,단답형,해당없음,문화,1
28922,귀화용종합평가,3단계,작문형,해당없음,문화,3
28923,사전평가,4단계,객관식,긍정형,말하기,4
28924,사전평가,1단계,객관식,해당없음,발음,1
28925,사전평가,5단계-한국사회-기본,단답형,긍정형,담화,3
28926,영주용종합평가,4단계,객관식,해당없음,문법,2
28927,중간평가,1단계,객관식,해당없음,말하기,4
28928,사전평가,3단계,객관식,해당없음,대한민국 국민의 기본 소양,4
28929,귀화용종합평가,2단계,객관식,부정형,말하기+문화,1
28930,사전평가,2단계,객관식,해당없음,말하기,1
28931,사전평가,3단계,단답형,해당없음,담화,2
28932,영주용종합평가,3단계,단답형,부정형,담화,1
28933,영주용종합평가,5단계-한국사회-심화,객관식,긍정형,말하기,4
28934,사전평가,2단계,객관식,해당없음,대한민국 국민의 기본 소양,4
28935,사전평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,1
28936,귀화용종합평가,2단계,객관식,해당없음,발음,1
28937,사전평가,4단계,작문형,부정형,발음,1
28938,사전평가,3단계,객관식,긍정형,담화,1
28939,사전평가,2단계,작문형,부정형,문화,1
28940,중간평가,5단계-한국사회-심화,객관식,해당없음,말하기,1
28941,사전평가,2단계,객관식,부정형,말하기+한국사회,1
28942,사전평가,2단계,객관식,긍정형,말하기+문화,4
28943,사전평가,1단계,객관식,부정형,문법,1
28944,중간평가,1단계,객관식,해당없음,쓰기,4
28945,사전평가,5단계-한국사회-기본,객관식,해당없음,담화,4
28946,사전평가,3단계,객관식,긍정형,말하기+한국사회,2
28947,사전평가,2단계,객관식,해당없음,어휘,3
